IDNUMERO_ DE REPORTE,ÁREA ,TURNO,LÍNEA ,EQUIPO,CÓDIGO_SUBSISTEMA,SUPERVISOR,ESTATUS,REPORTA,TIPO DE FALLA,FECHA DE INICIO,HORA DE INICIO,FECHA DE CIERRE,HORA DE CIERRE,TIEMPO DE PROCURA,DOWNTIME
b0851a0d,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-SELL-03 /SELLADO LONGITUDINAL,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se observa que el sellado longitudinal no está conforme, se ajusta potencia del elemento de sellado.",17/06/2026,1:05:00,17/06/2026,1:14:00,N/A,0:09:00
9de59c4d,ASÉPTICO,TURNO 3,LINEA 3,HELIX,HEL-TRA-10TRANSPORTADOES,EUSTORGIO,FINALIZADO,SUPERVISOR,"El transportador de salida presenta trancamiento, se realiza aclarado en dos ocasiones y se agrega lubricante húmedo. El desplazamiento del transportador mejora pero se debe revisar a detalle al terminar la producción.",17/06/2026,0:05:00,17/06/2026,1:21:00,N/A,1:16:00
a97d5e90,ASÉPTICO,TURNO 3,LINEA 3,SAP,SAP-APL-05 /UNIDAD APLICADORA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta posición de aplicación de pitillo.,16/06/2026,23:34:00,16/06/2026,23:44:00,N/A,0:10:00
1c02351a,ASÉPTICO,TURNO 3,LINEA 3,TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se saca paleta dañada del carro de palets vacíos,16/06/2026,23:30:00,16/06/2026,23:50:00,N/A,0:20:00
31e5ebf7,ASÉPTICO,TURNO 3,LINEA 3,FW32,FW-AGR-03 /UNIDAD AGRUPADORA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se dobla uno de los dedos, se endereza.",17/06/2026,1:15:00,17/06/2026,1:40:00,N/A,0:25:00
c37f0ce8,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-MES-21 /MESA DE EMPALME,EUSTORGIO,FINALIZADO,SUPERVISOR,Se realiza empalme de forma manual,17/06/2026,3:24:00,17/06/2026,3:34:00,N/A,0:10:00
cd63f404,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-PRE-19 /DISPOSITIVO PRENSOR,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sacan envases atorados en plegadora,17/06/2026,3:36:00,17/06/2026,3:43:00,N/A,0:07:00
d17b2651,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-PAN-09 /PANEL DE CONTROL,EUSTORGIO,FINALIZADO,SUPERVISOR,"La llenadora no muestra ninguna alarma pero no sube a paso de producción, se revisan todos los equipos de distribución y el líne control, después de varios intentos se logra arrancar, no se determina la causa.",17/06/2026,5:00:00,17/06/2026,5:25:00,N/A,0:25:00
261b2391,VACÍO,TURNO 3,LINEA 1,SELLADORA ANGELUS,SELL-CAD-01 /CADENA DEDOS,EUSTORGIO,FINALIZADO,SUPERVISOR,"La selladora Angelus presenta desincronización, no queda operativa.",16/06/2026,22:30:00,17/06/2026,7:00:00,N/A,8:30:00
d3fa38c7,VACÍO,TURNO 3,LINEA 1,SELLADORA ANGELUS,SELL-CAD-01 /CADENA DEDOS,EUSTORGIO,FINALIZADO,SUPERVISOR,"La selladora Angelus presenta desincronización en la cadena agrupadora, se realizan ajustes pero no queda operativa.",16/06/2026,22:30:00,17/06/2026,7:00:00,N/A,8:30:00
ea50c952,VACÍO,TURNO 1,LINEA 1,SELLADORA ANGELUS,SELL-CAD-01 /CADENA DEDOS,RICARDO,FINALIZADO,SUPERVISOR,"Envase atascado. Se ajusta tensión de cadena y se arealiza sincronización en la alimentación. A su vez Arnaldo realiza ajuste en platos Quitando suplemento para ajustar altura por gancho de cuerpo largo y regresa cambio que realizó el día de ayer en la primera operación. Conjunto con abd de realiza modificaciones por plc ya que estaba soltando una tapa al iniciar y otra al finalizar la cual estaba generando mucha merma. En este momento queda solo soltando una tapa al final, ya que si se pone correctamente el envase final sale sin tapa.",17/06/2026,7:00:00,17/06/2026,15:00:00,N/A,8:00:00
a47e760c,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,RICARDO,FINALIZADO,SUPERVISOR,Treepack suelto por baja eficiencia en zona retractil. Se corrige fuga. Se ajusta posición de válvula de paso para así distribuir mejor el aire caliente ya que en los laterales no era suficiente para el termoencogible. Mejora pero se debe haber trabajo como en línea 2 y haber mantenimiento a turbina.,17/06/2026,19:40:00,17/06/2026,22:20:00,N/A,2:40:00
5bd610a1,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se saca caja caida en L1,17/06/2026,17:43:01,17/06/2026,17:50:13,N/A,0:07:12
bdb84d04,ASÉPTICO,TURNO 2,LINEA 1,DOMINO,DOM-CAB-05 /CABEZAL,EUSTORGIO,FINALIZADO,SUPERVISOR,"El equipo muestra alarma de alta tensión, se desarma cabezal, se limpia y se seca, se prueba y queda operativo.",17/06/2026,17:50:35,17/06/2026,17:57:37,N/A,0:07:02
efef40bf,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-SEG-08 /SISTEMA DE SEGURIDAD,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se revisan relés de seguridad, se ajustan tarjetas, se revisan conexiones, no se encuentran anormalidades, se resetea falla en TPOP y se arranca el equipo.",17/06/2026,20:37:33,17/06/2026,20:49:36,N/A,0:12:03
e2a07c4b,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se saca caja caida en L1,17/06/2026,15:20:52,17/06/2026,15:33:01,N/A,0:12:09
d658ce5f,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-TRA-13 /SISTEMA TRACCION,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,17/06/2026,16:31:17,17/06/2026,16:33:41,N/A,0:02:24
ce0131e9,ASÉPTICO,TURNO 2,LINEA 3,FW32,FW-SELL-05 /UNIDAD DE SELLADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se cambia manguera de aire caliente derecha de la unidad de termoencogible por presentar rotura.,17/06/2026,17:08:40,17/06/2026,18:11:52,N/A,1:03:12
1b4e6ba4,ASÉPTICO,TURNO 2,LINEA 3,HELIX,HEL-TRA-10TRANSPORTADOES,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se sacan envases caidos a la salida del Helix, se mantiene bajo observación pero no se producen más caídas de envases",17/06/2026,18:23:00,17/06/2026,18:33:22,N/A,0:10:22
6b0ce6ec,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-HID-12 /SISTEMA HIDRAULICO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se observan restos de aceite en la zona de las mordazas, se realiza limpieza e inspección, no se encuentra punto de fuga.",17/06/2026,18:55:17,17/06/2026,19:04:24,N/A,0:09:07
f6504dd0,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,SUPERVISOR,Paleta con taco sobresaliente se queda atorada al salir del carro de palets vacíos para entrar a L1,18/06/2026,0:02:00,18/06/2026,0:22:00,N/A,0:20:00
4fb9a632,ASÉPTICO,TURNO 3,LINEA 1,DOMINO,DOM-CAB-05 /CABEZAL,EUSTORGIO,FINALIZADO,SUPERVISOR,"El equipo presenta falla de alta tensión, según el manual esta falla puede deberse a tres factores: cabezal sucio, fluctuaciones de la red eléctrica y falta de aterrramiento. En vista de que el cabezal ha sido limpiado recientemente y el equipo está conectado a un UPS se descartan las dos primeras posibilidades, la falla probablemente se genere por falta de puesta a tierra.",18/06/2026,0:39:00,18/06/2026,0:48:00,N/A,0:09:00
3ce937cd,ASÉPTICO,TURNO 3,LINEA 3,TAVIL,TAV-ELE-11 /SUMINISTRO ELÉCTRICO,EUSTORGIO,FINALIZADO,SUPERVISOR,Después del corte de energía eléctrica se hace necesario reiniciar el robot en tres ocasiones porque no arrancaba el paletizado a pesar de no presentar alarmas en el panel y tener todos los sensores enfocados.,17/06/2026,23:12:00,17/06/2026,23:43:00,N/A,0:31:00
c5e58ad1,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-TRA-13 /SISTEMA TRACCION,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,18/06/2026,2:50:00,18/06/2026,2:52:00,N/A,0:02:00
85298562,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-TRA-10 /TRANSPORTADORES,EUSTORGIO,FINALIZADO,SUPERVISOR,Se saca envase atorado en el transportador de salida.,18/06/2026,3:01:00,18/06/2026,3:02:00,N/A,0:01:00
b36719cb,ASÉPTICO,TURNO 3,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se trabaja en la sincronización del equipo mediante el ajuste los rieles laterales e inferiores, ajuste de eje de elevación, se ajustan individualmente los dedos sujetadores y dedos empujadores, se logra mejor desempeño pero es necesario continuar con los ajustes.",18/06/2026,1:00:00,18/06/2026,4:50:00,N/A,3:50:00
c9a181c8,ASÉPTICO,TURNO 3,LINEA 3,HELIX,HEL-TRA-10TRANSPORTADOES,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se rompe transportador de salida del Helix, durante la revisión se observa que una de las guías internas tiene una rebaba, se corta dicha rebaba y se sustituyen los eslabones rotos, se monta cadena transportadora y se arranca el equipo",18/06/2026,5:09:00,18/06/2026,6:02:00,N/A,0:53:00
f2c53314,ASÉPTICO,TURNO 1,LINEA 1,DOMINO,DOM-CAB-05 /CABEZAL,RICARDO,FINALIZADO,SUPERVISOR,Alarma de fallo de alta tensión.  Se realiza limpieza a placa deflectoras. Limpieza de boquilla por panel.,18/06/2026,8:26:00,18/06/2026,8:48:00,N/A,0:22:00
bf895cb8,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-ELE-25 SUMINISTRO ELÉCTRICO,RICARDO,FINALIZADO,SUPERVISOR,Falla Corpoelec,18/06/2026,9:10:00,18/06/2026,12:15:00,N/A,3:05:00
3e7a1a54,ASÉPTICO,TURNO 1,LINEA 1,CBP32,CBP-AGR-03 /AGRUPADOR,RICARDO,FINALIZADO,SUPERVISOR,Falla de retardo en retroceso. Se ajusta retardo por TPOP. Y se verifica holgura entre rodamientos y base guía.,18/06/2026,12:50:00,18/06/2026,13:16:00,N/A,0:26:00
a0682249,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,RICARDO,FINALIZADO,SUPERVISOR,Se recibe turno por caída de treepack. Se ajusta altura de dedos sujetadores y guías laterales. Se hace prueba solo con lo que quedó en línea ya hubo falla en suministro eléctrico.,18/06/2026,7:20:00,18/06/2026,20:22:00,N/A,13:02:00
3caf1b5e,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-ELE-25 /SUMINISTRO ELÉCTRICO,RICARDO,FINALIZADO,SUPERVISOR,Falla Corpoelec,18/06/2026,8:59:00,18/06/2026,12:11:00,N/A,3:12:00
871eb72f,VACÍO,TURNO 1,LINEA 1,SELLADORA ANGELUS,SELL-DOS-06 /DOSIFICADOR DE TAPAS,RICARDO,FINALIZADO,SUPERVISOR,Se cambia sensor detector de lata para dosificación de tapa. Falta realizar pruebas,18/06/2026,14:52:00,18/06/2026,14:52:00,N/A,0:00:00
0c687807,ASÉPTICO,TURNO 2,LINEA 1,CBP32,CBP-AGR-03 /AGRUPADOR,YOLIANNY,FINALIZADO,SUPERVISOR,"Atasco de envases en zona de agrupación. Falla de conteo de envases. Se realiza ajuste de rotura de cilindro de agrupador, se añade suplemento.",18/06/2026,15:30:00,18/06/2026,16:33:00,N/A,1:03:00
bc9d0d2c,ASÉPTICO,TURNO 2,LINEA 3,FW32,FW-SELL-05 /UNIDAD DE SELLADO,YOLIANNY,FINALIZADO,SUPERVISOR,"Falla: Constantes caídas de envases en zona de contraccion. Durante el turno se realizan ajustes varios, entre estos: Ajuste de brazo de articulación de mesa móvil de zona de contracción. Ajuste de altura de dedos arrastradores.",18/06/2026,15:10:00,18/06/2026,16:35:00,N/A,1:25:00
df3edddb,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,TAV-VAC-02 /PALET VACÍO,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paletas debido a mal estado de las mismas.,18/06/2026,19:30:00,18/06/2026,19:38:00,N/A,0:08:00
b29701d2,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,YOLIANNY,FINALIZADO,SUPERVISOR,"Falla de accionamiento de soldador (no baja) Se ajustan conectores en armorblock, posible falsa señal en conector de sensor de cilindro guía.",18/06/2026,20:05:00,18/06/2026,21:05:00,N/A,1:00:00
4d456eba,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-MES-21 /MESA DE EMPALME,YOLIANNY,FINALIZADO,SUPERVISOR,"No realiza empalme de forma automática de derecha a izquierda en una oportunidad, operador realiza empalme de forma manual. Es necesario continuar monitoreo.",18/06/2026,20:25:00,18/06/2026,21:03:00,N/A,0:38:00
5d542cca,VACÍO,TURNO 2,LINEA 1,EMBALADORA GAMMA,EMB-SOL-05 /SOLDADOR,YOLIANNY,FINALIZADO,SUPERVISOR,Se reporta cortocircuito ocurrido al finalizar la producción el día de ayer. Al inspeccionar se observa cable de resistencia fracturado. Se reemplaza cableado.,18/06/2026,17:57:00,18/06/2026,17:57:01,N/A,0:00:01
15342dcb,VACÍO,TURNO 2,LINEA 2,EMBALADORA TECMI,TEC-PAN-11 /PANEL DE CONTROL,YOLIANNY,FINALIZADO,SUPERVISOR,Se instala fusiblera de alimentación faltante. Se añade fusible de 6Amp.,18/06/2026,18:00:00,18/06/2026,18:00:01,N/A,0:00:01
82d41237,ASÉPTICO,TURNO 3,LINEA 3,HELIX,HEL-TRA-10TRANSPORTADOES,EUSTORGIO,FINALIZADO,SUPERVISOR,Se realiza clarificado preventivamente para mejorar desplazamiento de los transportadores.,18/06/2026,23:14:00,18/06/2026,23:34:00,N/A,0:20:00
b00fe7a3,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-TRA-10 /TRANSPORTADORES,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se sacan envases atorados en la salida, no se repite la falla",18/06/2026,23:39:00,18/06/2026,23:41:00,N/A,0:02:00
24dd4c3f,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-REF-20 /SISTEMA REFRIGERACION,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se resetea alarma, no se repite falla",19/06/2026,1:44:00,19/06/2026,1:51:00,N/A,0:07:00
59d3b262,VACÍO,TURNO 1,LINEA 1,PASTEURIZADOR,PAS-FLU-13 /CONTADOR DE AGUA,RICARDO,FINALIZADO,SUPERVISOR,SE INSTALA FLUJOMETRO DEL TANQUE DE NECTAR EN PREPARACION VACIO,19/06/2026,12:52:55,19/06/2026,12:52:55,N/A,0:00:00
e312e835,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,RICARDO,FINALIZADO,TÉCNICO,Se desmonta turbina de aire para su respectivo mantenimiento y mejorar su eficiencia,19/06/2026,7:00:00,19/06/2026,7:00:00,N/A,0:00:00
f76a2806,VACÍO,TURNO 1,LINEA 1,PASTEURIZADOR,PAS-FLU-13 /CONTADOR DE AGUA,RICARDO,FINALIZADO,TÉCNICO,"Se reemplaza contador de colado para nectar, soldador va a fabricar niple de conexión para tubería",19/06/2026,13:00:00,19/06/2026,13:00:00,N/A,0:00:00
99a7938c,ASÉPTICO,TURNO 1,LINEA 2,HELIX,HEL-ARA-04 /ARAÑA,RICARDO,FINALIZADO,TÉCNICO,"Se sale la correa de la araña por envase atascado, se procede a colocarla nuevamente en su posición de trabajo.",19/06/2026,7:30:00,19/06/2026,7:40:00,N/A,0:10:00
9379250c,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-MES-21 /MESA DE EMPALME,YOLIANNY,FINALIZADO,TÉCNICO,Se coloca sufridera ya que la misma se consigue en el piso.,22/06/2026,7:55:00,22/06/2026,7:55:00,N/A,0:00:00
f878a7c7,ASÉPTICO,TURNO 1,LINEA 1,FLEX,FLEX-TER-02 /TERMOCUPLAS,YOLIANNY,FINALIZADO,TÉCNICO,"Se cambia cable y termocumpla tt44 ya que le caía soda y se dañaron, no obstante se le cambian los oring al sensor de presión por donde era la fuga.",22/06/2026,8:55:00,22/06/2026,8:56:00,60 minutos,0:01:00
3580c155,ASÉPTICO,TURNO 1,LINEA 1,CBP32,CBP-EMP-05 /EMPUJADOR,YOLIANNY,FINALIZADO,TÉCNICO,Sensor de sufridera fuera de posición se ajusta y queda operativa,22/06/2026,9:57:00,22/06/2026,9:57:00,30 min,0:00:00
38e0e0f7,ASÉPTICO,TURNO 1,LINEA 2,A3CFLEX,A3CF-HI-28 /BAJA TEMPERATURA HI,YOLIANNY,FINALIZADO,TÉCNICO,Sa ajusta flujo de hi por regulador,22/06/2026,22:00:00,22/06/2026,22:15:00,15 min,0:15:00
e020f566,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-PAL-10 /TRANSPORTADOR DE PALETAS,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sacan paletas atoradas en la salida del carro de palets vacíos.,22/06/2026,18:30:00,22/06/2026,18:59:00,N/A,0:29:00
2d5347aa,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-FLE-04 /FLEJADOR DE PALETAS,EUSTORGIO,FINALIZADO,SUPERVISOR,Se acumulan paletas llenas por falta de montacargas,22/06/2026,19:40:00,22/06/2026,19:50:00,N/A,0:10:00
068a6e44,ASÉPTICO,TURNO 2,LINEA 2,TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,,Se sacan paletas atoradas en la salida del carro de palets vacíos,22/06/2026,17:20:00,22/06/2026,17:42:00,N/A,0:22:00
c7600441,ASÉPTICO,TURNO 2,LINEA 2,TAVIL,TAV-FLE-04 /FLEJADOR DE PALETAS,EUSTORGIO,FINALIZADO,SUPERVISOR,Se acumulan paletas llenas por falta de montacargas,22/06/2026,20:00:00,22/06/2026,20:14:00,N/A,0:14:00
8ebf2104,ASÉPTICO,TURNO 2,LINEA 1,ALMIX,ALM-SEL-07 /SELLO,EUSTORGIO,FINALIZADO,TÉCNICO,Fuga de producto en bomba,22/06/2026,16:30:00,22/06/2026,17:30:00,1hora,1:00:00
8c561e16,VACÍO,TURNO 2,LINEA 1,ROBOT TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,SUPERVISOR,Paleta vacía atorada en la salida del carro de palets lleno. Se debe revisar sensor al terminar la producción (L1 y L2 vacío arrancadas),22/06/2026,22:00:00,22/06/2026,22:20:00,N/A,0:20:00
07e05ef3,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-SEG-08 /SISTEMA DE SEGURIDAD,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se abren y cierran puertas del equipo, se resetea alarma en el TPOP",22/06/2026,22:10:00,22/06/2026,22:18:00,N/A,0:08:00
7b584a62,ASÉPTICO,TURNO 3,LINEA 1,CBP32,CBP-AGR-03 /AGRUPADOR,RICARDO,FINALIZADO,TÉCNICO,Cambio de tiempo en retroceso del agrupador,23/06/2026,6:51:44,23/06/2026,2:53:00,N/A,20:01:16
6b697cc8,ASÉPTICO,TURNO 3,LINEA 2,FW32,,RICARDO,FINALIZADO,TÉCNICO,Se ajusta rodillo y freno de bobina de polietileno,22/06/2026,1:54:00,22/06/2026,2:15:00,N/A,0:21:00
9b633528,ASÉPTICO,TURNO 3,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,RICARDO,FINALIZADO,TÉCNICO,Baja temperatura del soldador,23/06/2026,4:30:00,23/06/2026,5:05:00,N/A,0:35:00
81bf7e20,ASÉPTICO,TURNO 3,LINEA 2,CBP32,CBP-MAG-13 / MAGAZIN DE CARTONES,RICARDO,FINALIZADO,TÉCNICO,Ajuste de magazine,23/06/2026,1:50:00,23/06/2026,2:22:00,N/A,0:32:00
83fda33b,ASÉPTICO,TURNO 1,LINEA 1,CBP32,CBP-AGR-03 /AGRUPADOR,YOLIANNY,FINALIZADO,TÉCNICO,"Bloqueo en retraso de empujador, se fabricó arandelas para mantener estable el vástago y así evitar que gire en su propio eje y evitar que el sensor interno no detecte, el equipo se encuentra en observación mientras se prueba lo implementado",23/06/2026,10:00:00,23/06/2026,11:00:00,0,1:00:00
6292647f,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-HI-27/BAJO FLUJO HI,YOLIANNY,FINALIZADO,TÉCNICO,"Se detecta fuga de hi en empacadura del intercambiador, se baja el mismo y se desarma y se comienza limpieza del mismo ya que se encontraba con mucho residuos de peróxido, quedando pendiente terminar limpieza con acido armado y montaje",23/06/2026,11:00:00,23/06/2026,11:52:00,0,0:52:00
687b4768,ASÉPTICO,TURNO 1,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,YOLIANNY,FINALIZADO,TÉCNICO,"Falla en sellado, se realiza limpieza de cuchilla y soldador",23/06/2026,13:00:00,23/06/2026,13:30:00,0,0:30:00
8d6cbf7d,ASÉPTICO,TURNO 1,LINEA 2,A3CFLEX,A3CF-ELE-25 /SUMINISTRO ELÉCTRICO,YOLIANNY,FINALIZADO,TÉCNICO,Caída de suministro electrico,23/06/2026,10:00:00,23/06/2026,12:30:00,N/A,2:30:00
5a8dd682,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se alinea paleta torcida en carro de palets vacíos,23/06/2026,16:40:00,23/06/2026,16:45:00,N/A,0:05:00
81593919,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,A3CF-PULL-18 /PULL DOWN PLEGADORA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se gira plegadora manualmente para asegurar correcta posición del clutch,23/06/2026,19:40:00,23/06/2026,19:53:00,N/A,0:13:00
13f72aa5,ASÉPTICO,TURNO 2,LINEA 2,SAP,SAP-APL-05 /UNIDAD APLICADORA,EUSTORGIO,FINALIZADO,TÉCNICO,"Pitillo trabados en tambor, debido a caída de guía de la tira de pitillos en entrada",23/06/2026,15:44:00,23/06/2026,15:50:00,6 minutos,0:06:00
8aa497ce,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-HI-27/BAJO FLUJO HI,EUSTORGIO,FINALIZADO,TÉCNICO,"Se culmina el montaje del calentador de peróxido, quedando pendiente la prueba al subir programa.",23/06/2026,19:30:00,23/06/2026,21:00:00,90 minutos,1:30:00
e5ddd762,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se endereza caja desalineada en batería,23/06/2026,22:00:00,23/06/2026,22:08:00,N/A,0:08:00
94991777,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,A3CF-PRE-19 /DISPOSITIVO PRENSOR,EUSTORGIO,FINALIZADO,SUPERVISOR,Se gira plegadora manualmente para asegurar correcta posición del clutch,23/06/2026,22:20:00,23/06/2026,22:23:00,N/A,0:03:00
859f8f53,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TOP-15 /POLICIA TOPE DE PALETAS,YOLIANNY,FINALIZADO,TÉCNICO,"FUGA DE AIRE EN CILINDRO NEUMATICO DEL TOPE DE PALETAS DEL ROBOT DE ALUMINIO, SE CAMBIA TRAMO DE MANGUERA 8MM.",25/06/2026,11:50:44,25/06/2026,12:05:18,N/A,0:14:34
af92b06c,VACÍO,TURNO 1,LINEA 1,SELLADORA ANGELUS,SELL-CAD-01 /CADENA AGRUPADORA,YOLIANNY,FINALIZADO,TÉCNICO,"TRANCAMIENTO EN CADENA AGRUPADORA DE SELLADORA ANGELUS, SE ENDEREZAN TRES DEDOS Y SINCRONIZA EL EQUIPO RESPECTO A LAS ESTACIONES DE SELLADO",25/06/2026,12:25:34,25/06/2026,14:38:18,N/A,2:12:44
fa1e29fc,ASÉPTICO,TURNO 1,LINEA 1,CAP,CAP-TRA-06 /TRANSPORTADOR DE TAPAS,YOLIANNY,FINALIZADO,TÉCNICO,"Atasco de transportador elevador de tapas, causado por exceso de tapas en el transportador.",25/06/2026,8:03:00,25/06/2026,8:17:00,0,0:14:00
f7fe9af2,ASÉPTICO,TURNO 1,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Cilindro del empujador con fuga, generando mala entrega hacia mesa de batería.
🛠️Causa: Cilindro con fuga de aire.
🪛Solución: Regulación de aire de entrada, hasta encontrar correcto empuje.",25/06/2026,10:45:00,25/06/2026,11:46:00,0,1:01:00
8b34b193,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-TRA-10 /TRANSPORTADORES,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Atasco de transportador de alimentación.
🛠️Causa: Poco aceite de lubricación en dispositivo prensor.
🪛Solución: Se rellena aceite de lubricación, y se realiza movimiento por TPOP.",25/06/2026,9:10:00,25/06/2026,9:50:00,0,0:40:00
888bd626,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-HI-27/BAJO FLUJO HI,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Flujo bajo HI
🛠️Causa: Up defectuoso.
🪛Solución: Se ajusta flujo manualmente.",25/06/2026,10:32:00,25/06/2026,10:34:00,0,0:02:00
fd244bb7,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-MOT-05 /MOTOREDUCTORES,YOLIANNY,FINALIZADO,SUPERVISOR,"Motor de tramo aéreo #6 no acciona. Al inspeccionar se observa cable de alimentación desconectado, se conecta y se centra lona, quedando operativo.",25/06/2026,10:40:00,25/06/2026,11:00:00,N/A,0:20:00
fd379637,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Caída de envases en la unidad retractiladora.
🛠️Causa: Tropiezo de tripac con mangueras de calor.
🪛Solución: Se ajusta posición de mangueras.",25/06/2026,10:45:00,25/06/2026,11:00:00,0,0:15:00
0164349e,ASÉPTICO,TURNO 1,LINEA 3,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Generada en otras líneas, que perjudica está linea",25/06/2026,11:00:00,25/06/2026,12:08:00,0,1:08:00
50b0df89,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-MOR-14 /MORDAZAS,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Corrección del diseño.
🛠️Causa: Empalme de material
🪛Solución: Solucion al arrancar",25/06/2026,12:10:00,25/06/2026,12:12:00,0,0:02:00
5cd5b0f9,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-SELL-05 /UNIDAD DE SELLADO,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Sellado débil 
🛠️Causa: Temperatura incorrecta.
🪛Solución: se ajusta temperatura.",25/06/2026,12:55:00,25/06/2026,13:05:00,0,0:10:00
